sku,a,b,c
2033b9cc429afb368a64434b7a8fb3a6,16.0,26.0,35.0
2d20a1b6667b9737d5fe4c2283c9a4b1,34.0,25.0,15.0
19d6907c1771ad083db7d373f5174ea1,6.0,13.0,2.0
bbb8b8efb1e0acbc67cbfec57ba5d8cd,25.0,25.0,31.0
0b01b75e2e46205fca908888e4fe8819,19.0,4.0,18.0
fa50a2d30cb0d6d0c623236d39972349,23.1,22.9,25.7
558219787484bf4d100e5f76133d6a78,12.0,3.0,23.0
d48947d295d73eb5a15c954eae0254e2,6.0,4.0,7.0
6ee5601ba71215354d3eab4543f971f2,3.0,8.0,6.0
c548d7f87f6a158c953a50e332b6c4d5,24.0,31.0,15.0
3cb17b7c8f73e1feb0322d6941fe8446,32.4,16.2,48.9
d52728b95ce4a50c0da362f9edba7d66,41.0,10.0,21.0
d78a885173b1b446a70a649cb14d5763,21.0,10.0,38.0
ffb1316634e8e5a68e6bf47aa4327ea5,20.1,7.1,36.4
edbaa2b3129e6c5cf4c57fbf44e625fe,11.0,10.0,28.0
be37befa9d1b3af00442792fecdb2e0b,32.4,11.1,32.9
eb1c4778ad3b1cd62269e61d88d939a8,7.0,16.0,7.0
b88ff177485ac272b6d0ac75da93c632,26.5,7.7,7.8
df80963e97fad623ad257486388033bd,24.1,5.9,27.4
301d37042ecb68c8c75fc12de811dc2a,15.0,4.0,11.0
63246de6433e9f67f08acdfe536e46f1,6.0,4.0,11.0
e8ec5a9ccacd36b7af40cbe4868ee7af,6.7,7.5,7.2
d24cb0a0ef9f651712dbdab9aabd4b74,15.0,4.0,10.0
879edfa762aceefd1ae1a63623aca09a,7.2,1.6,15.4
3d101ebc23050d3769a287916c4da529,53.0,45.0,49.0
462c1eb63e03c2fed30ff7df5e305eb4,22.0,3.0,29.0
92a372206b863b0ef9e136fbef0225eb,15.0,5.0,23.0
fe0b5b11c935ba458cba0672918ae33f,5.9,13.7,5.6
ed51fec0001ad787bf375c1ebf42b445,30.0,5.0,20.0
5f08a590c07d9fd667137d9ebbbc9a22,8.0,8.0,4.0
b1a74fff5720395d0d7aaff011a0e029,20.0,5.7,20.0
adbbebeeb5ab8153e437d39c11e7c3bf,13.0,3.0,15.0
fd6fafabdafbbeaa53187593b6c96e50,23.0,19.0,3.0
93fac868112dc68b5cdff4bf3a05db59,10.0,15.0,11.0
d7b0a83bdc8295d7f2beea39405d9945,9.5,11.2,9.6
5abdd72a9ccfd10f443544d44b259fd2,8.5,10.3,9.8
5d8c4336b0c978e23be880aa5620b13d,8.1,10.3,9.7
f25cd39aa08d9a5fabd6dfcf2b6fdc15,9.0,5.0,9.0
758639540567c7f147966f31afa1ce81,36.0,5.0,23.0
2ea3ae1c99e051332a1234da32788332,16.0,2.0,9.0
4fe53986b2256eb57c584af97ce72deb,23.0,22.0,18.0
e31c350bcfbc05a4b1a5fdcf83cb1011,13.1,6.4,13.6
3c20b61b6d86b51d96849391ea3fde4e,14.4,5.9,22.8
b535eeb2b67d833377624620401014b9,16.3,6.3,27.1
8ffd46e1caea5820c5bfaddef11b8175,20.1,6.0,33.6
3201e2ef1c8daa272a461082b10caf17,11.1,5.9,16.0
cc3fdeea5017d743c822f1cd66ad268e,9.7,2.7,16.6
4181f95f9407a2d85f30bc6d670d254f,14.0,5.0,12.0
301e126dc4dc2990ae26c17bc249e2d7,18.4,5.6,22.6
72298d1bc1fd2264a293a0315a6eb425,8.4,24.9,6.9
b686d6e1ff9a6764e3b838726ac419a2,8.7,2.6,8.5
2ef706f4c8eca4de3373a7d32215229d,8.0,9.1,18.0
7581649474f0a266e92b7969330252ac,14.0,6.3,16.3
7a942d5a41ef7617f178c1181dd0ed28,13.2,5.9,15.4
aa9db2e49a80f19c9a025a5ce646d215,8.8,1.3,10.6
14b6a0a7ae2272f146373010810dc72c,5.4,18.7,25.6
d7250421738cc9929aa6d5a30b6b3a22,33.8,26.9,10.9
d6d4d4818020dfbf46f9537edf3705a7,15.5,4.4,18.8
58de323151bc66fc7fdf8456fb22b4c4,6.6,14.9,7.8
8cec6c58de0e23fddbffc7fbeed72bd4,16.2,0.7,24.5
1ad44e45f3b02fcd683707a4b2c7a7fc,41.0,6.0,18.0
071522c6b1d84936847a4df701000093,8.8,19.4,24.9
cf03ab5fc742e1cd73c2a5acf527f162,30.0,20.0,11.0
44226d6fb9d35e9d58d303dbaefe21eb,12.1,12.1,24.3
ecd095aff2fccd6834e52c2333d64aee,6.5,6.5,22.2
1fd411b3828e12d3312f41cb50852d6e,5.0,12.0,12.0
19a21f9b35a56b6022e38c0e6d9ca4e6,32.0,3.0,21.0
a5cb6070e0db0bed548497cf6b3eb73d,9.2,6.0,13.2
f131f08862c4c72ec97d49b334a7d5ef,13.0,11.0,12.0
b669d69c4ea5ab5ed3b9ccca7dc29383,30.0,7.7,30.7
412c5664cbd2b4c8bb78d847c9f802fb,11.1,6.8,19.8
9d0ce98caeaf77f6974bbc948fdf18e1,15.0,5.0,10.0
27d30e49477e01c7001e058ea8a69ba0,5.0,4.0,31.0
6e87b811397d8b01c533a92a01a4b49f,7.0,2.0,21.0
88a9fd5e2e52e5afac6c59df0b99c96a,138.0,84.0,14.0
da56800b0c4242e34041bf5b9216f23b,32.9,2.0,82.7
4869d8bd26b4972b98c25e7392a3de6f,32.9,2.0,82.7
10f5e1305e2c7f1e99db32cbe6be6ba8,32.9,5.8,61.9
4fe47986e9e7c88106f7ddec85577ba7,51.0,12.0,55.0
daca75d1a57e652b109e8e76a5803995,7.5,19.0,5.0
707dd5c96cabbfcfb438891c8601b45e,6.0,4.0,12.0
4efe1a7c6d8f3ebc00194bbf2a624b50,6.0,13.0,4.0
40344ad0639d763d91c4108df8798105,7.0,12.0,5.0
2ab02a8cf797860896cee31c934c36ff,5.0,4.0,12.0
c78316eded25e39190d3899fb6b48c6c,22.0,43.0,17.0
77823437263a8e8f19b2be52f1f78573,25.6,18.1,31.6
fd7ee384be95479acf6638821c3f3349,21.2,15.5,44.7
0b6e274bc18634a8d93cf06cf0879ae5,23.0,43.0,15.0
aaa31c7f3014ab1ea2c2180b43fb8cbb,25.6,18.1,31.6
62c64108a9f914f805475ef81723d5ad,23.0,31.0,19.0
433985d1e935cbc433c9e492bc447886,79.0,47.0,13.0
4a7136d1b79540087c7d800d8ab4e39b,8.0,3.0,21.0
4088aac89cffd632fe6c8da9d837f925,5.3,3.8,20.8
d8c532863e7b459a9001a54b69370ac4,15.0,1.5,10.5
cb735dca78d84d628327c08ae1a74d3c,7.0,6.0,7.0
07e027afc4942d28f9e78f5f0339fe8e,5.4,4.4,15.8
0777d230a1785aa941fcf870f3f79a73,17.0,3.0,16.0
6b4737890685d7a4b56167d21815994d,15.0,0.3,10.0
d90cb56ed7853d2cc261771ecd0929ec,16.0,1.0,8.0
b721a78f0a730ba319ab702ff6f2bbe4,24.1,11.4,24.1
2ef3bde346e2f67e1104e3a73017c2bf,7.3,20.7,7.5
1c365b6354e15057949f8e63cfb9e1c3,4.0,7.0,18.0
cedaf16c623c4b1c4f75ece3b7f212d4,25.0,28.0,16.0
99df2a75b9d0ea1bb9c677436f195774,26.0,10.6,25.6
69fd762ba10e0e82a4d9e340ef1d2ee8,19.4,10.8,23.1
4da7812d8958aeed515bd42cc64c62d6,115.0,6.0,6.0
bb2b1e687d2da1ba1244f0af57e2f515,24.1,5.9,27.4
1c0e8fa35a2df709ffa44c5d6636f10f,4.8,17.2,4.4
d608e3619f43558754f2de775793dd32,33.0,14.0,51.0
8c1e9094e4ae73c046af058c5fac8c6c,8.7,13.2,14.5
f6622bcf9a39060d1d4263cb4a3e70b1,19.0,1.0,10.0
60a740edb98f5c96d8d7933740e9fc35,8.2,13.2,14.5
22ce7a0c35475916c06cf0dd574a6620,16.4,6.6,17.7
158a9beab8271b0190b7f46c94df13db,7.0,0.4,10.0
2312d29a6ef3cfe68a107b030bf6a541,7.0,0.4,10.0
9cb4369a9a041a5dda8f4bb9aae6611d,4.3,3.0,7.6
6d4c6fdddb9d0337633ce585118f39d7,15.9,2.3,19.0
190b72c2c00fcbf168303afaf724bf15,15.5,2.6,18.6
d6b21dc075965a9568a90560fa8f413a,5.2,3.3,14.2
b4ee04c305a48f49a94431dec02a83eb,27.0,8.0,25.0
6f1d849ad10ed253e4cfead1ceb56052,9.3,2.3,10.8
1bb3a1bfec361be3bd1fddb21a4d4b36,7.0,14.0,8.0
0b49c092947936206d8b7c87796b6088,7.8,22.7,7.1
bb44b9dce3ab87297256a845cb4c8e16,51.0,33.0,38.0
229a21897414015efc732aae222ba6ec,20.0,9.7,24.6
f94aa469193c438d8ea9a215b5882109,26.0,8.0,15.0
9bdb88b17c4fe8bcd24c4082e7cca608,6.0,3.0,18.0
8a9e99d10ac7c1acaa46dbc5f384164b,5.0,4.0,16.0
51d8fa333cd36bbcdc69bef36381ebf8,10.0,2.0,8.0
d2b6947de0be6b39b572276ede59947b,50.8,7.0,21.5
b1bc5f740b3a1cc54627f3caa7ae237c,37.0,15.0,22.0
3faa826f39acd2eb37697535c9e92077,29.0,11.1,24.9
413c5c8abac0775b2d859064a0942c5d,23.0,20.0,20.0
29f9e4f7b502f20650cf69a674ef19d9,18.0,5.0,18.0
8abffa0ae89bc78445f22b4a3f4d8957,30.0,1.0,25.0
ece92f66c6566d80413d3a78989fea72,8.0,4.0,17.0
21b5b752f9a0e4c42c5d8001aa349f68,20.0,13.0,6.0
b7fe08ff53b473d1ddbea1ac15708cde,20.0,3.0,19.0
68396faedc7ceaadc61658c7ea3043cf,15.0,10.0,10.0
8d1b392185293849f2ee1635cc59a490,18.0,14.5,5.5
8af3f65717f6db12b8f2da8b612177f5,18.0,24.0,6.0
7b451c0f92e582c66e0bb28f1a16efd3,8.0,15.0,11.0
c04371dd9d085f78de4086aa93e5cbf3,25.2,17.0,33.5
fe776f9de381b66f55f24fa4712c9bf4,10.3,8.6,13.0
4606509101b61a6eb66c34f443c320f1,14.3,6.5,20.8
9f1582846f9db45470548bfb44456e56,4.0,3.0,49.0
102bcf3a5e575c3e5a7264658817909f,6.0,10.0,6.0
6cca407ef84a48eeea38fcab1e4a2b1f,33.0,47.0,44.0
b42a157712a98ab46053402581c4106a,7.0,1.5,4.0
00f60fb118d12b8cab0aff113ec05148,33.5,8.0,8.0
a62f056177186bf86f6e9bcb6483e42c,13.8,5.9,20.3
3716e0f7b86e778a598171c9209afe5c,5.0,1.6,9.5
62d45eda90339732efb62abdbe9de799,9.1,22.8,9.1
2360f9d05e0395c61fe78d058641ed7d,14.2,4.8,14.2
bbb6c5248f978e3da46fa441ca61a49f,13.9,4.9,13.6
4a1c11e5f5a45d05dc5dcc5a61893872,4.7,7.5,14.9
f7f053a9c282a80e295b3adfa034ca2c,18.0,5.0,7.0
957ce3cb3efb217c3a6a385263cb458a,6.4,6.8,14.8
fd1e7ceecd493135cb04d47bf59a1d25,5.6,17.1,8.2
27bd8b471c3df23e56a23f923e9f5823,29.0,5.0,32.0
afeb8193455cb633d4db71e8f92495bb,17.0,3.0,31.0
f8f1d02c722169ba702aca730f7381d8,15.0,2.0,7.0
5bc201f4bb500bcad3a15078c793658f,8.0,1.0,21.0
7b572cecbd881d58e8957813937fc29a,12.0,7.0,12.0
531853c8f49489ed6d5c8bc066bc1a6a,38.0,48.0,14.0
392dd0a43f809eeb91dea63a518f238c,6.3,17.0,14.0
fb9b73369cbec9bdc7ec301e1d8a7ab3,4.0,66.0,9.0
4c5ac161552279c9b9369680b5da2cca,17.8,34.9,26.5
7283d0d433cb3e89f14c34455970b311,26.7,13.1,19.8
23b62f2687699b5ead3ae9b4fb5d87dd,17.0,31.0,29.0
ecf1029d6cb488a413b9956a2b8d7836,16.6,22.7,26.8
eedd63468f7d03944381917dfcb376b9,23.7,23.0,36.0
87302d29a6c6ec4305edaa081284ace6,23.7,23.0,36.0
5cd557c7283be7516402f1f5ab47bfe6,18.7,3.0,28.0
06124c34452ca0bc5f41af23e317955d,5.9,20.5,6.5
e6e8e95ad9218917b0d96c63c59f0149,6.0,12.0,7.0
e0b5ac5bfd7f20c00853001e23ad2658,15.6,9.8,32.7
3c00cce23504938b0abe2531e4c99872,17.3,11.8,34.4
a26ccc2b45c2db3115edaa77c0b6cd62,11.2,6.7,24.7
939484d1d95129647fb61304a16c128a,15.6,9.8,32.7
f98351d49375045eff5c52ba39264fac,16.0,4.0,32.0
c5f8804a1cff03e9c1fbac57509da24a,8.7,23.4,8.2
f6fcdb745ee4d574d2768784a5cfbb71,14.0,3.0,19.0
bdfe9f8ced18d811b2a3ede3477028a3,22.0,3.0,22.0
af2e93421bf9d800b090563c15af39da,18.9,9.8,33.9
8a3be981131d055788f54f5ce9f1991b,7.7,6.3,7.6
57b32a3e521451b93c51fd208b679dfb,6.9,19.8,11.3
2f264da53f788472f169cd89764115b3,15.0,7.0,4.0
1ea1c43a9562c8e46a70bf4c7650e1a7,16.9,7.6,8.9
1a1ec427788cd69303d9fdb7d71b2ad6,7.8,15.6,9.5
54249b77344988efb2f86aca586b21f8,7.8,15.6,9.5
1cbc502279043ea333a770527f08a3a0,6.0,4.0,17.0
b4110b540a08f9a03087b7dec8c2789b,6.0,5.0,16.0
16a1ea0eabda4d71e438deb86456c78f,32.0,5.0,23.0
4451e5707c5877d1222b16d618820f32,15.0,2.0,8.0
b3d1584d6be28cc2ffda605a453721a3,15.0,6.0,21.0
4d7b54b56f8f38b6fa5b3bd32af33e82,18.0,5.0,8.0
f97d3265f987517953decca337f9b5df,22.0,5.0,22.0
1ee0329a7d05fbb9cdeb0da9f3333de6,31.0,3.0,30.0
db1135f6e7ef4418d4075dd4c6d3e6db,22.0,1.0,14.0
badd7d730b36fd2a6c7a3082d1563b25,6.0,13.0,5.0
f09de2c732a5b5712f59a1010f741f83,9.0,5.0,8.0
0ef381ab16649e50c88a82f75eab6397,28.0,17.0,15.0
b50f6acaa0ed197ba3c34991e0cd629b,24.0,6.0,31.0
af39b81fa315156a4bab45f7c31581cb,8.8,10.5,16.3
9edd0fc97e7b33b14979b2200dcd1c79,8.0,10.0,16.0
13cdac1d271e140a51880437e489bffc,8.0,9.0,16.0
77c1a1d66ee93d76e70a009b1cb66956,14.0,14.0,31.0
73f31e151acb0a8325b24a47f7b28f38,4.7,2.7,15.3
d789689b255d4bb102b5abd9a3da59fb,4.0,3.2,14.9
151bb60439138625d415a73e2195af68,4.0,3.2,14.9
63debabbdfb3cae750ea63cf7622d00c,50.0,90.0,50.0
a92de0df76ac3696cd09a6a598caf8b3,6.9,6.1,24.0
c1f740a24fc090242240ebe8fd763c1d,6.9,6.1,24.0
762c77bc3e0af7127cf75f0fb5b05c9d,11.4,6.5,14.1
722f9e8047ce33352d8303185a167c32,34.0,44.0,11.0
3025d7e2c468753736fc080f881bd972,46.7,20.4,48.4
4661d6797710a4b66c969a228030eca9,4.0,94.0,9.0
071717c1c61ae1d83b69f15c38163929,57.0,10.0,4.0
30dbb5283ee818e06eca3674bb4780a9,13.4,21.7,40.5
27870c7daf31a687e2af1e25c3b5850f,40.0,21.0,14.0
1d75e90db100a6257a736fee4273736e,40.0,21.0,14.0
21d60a599866cee380c14f5d6018611c,18.7,3.0,28.0
80900f93195ac0e94acb089f39b17dd5,10.0,9.2,15.1
878d3c74a04b68f747d2d383012b775c,30.7,21.3,42.2
2ccf06a3810922470d0cccfd80aab451,5.1,26.7,5.4
2ab4abd1d31a050ed7d92b111458e723,8.0,11.0,5.0
11ff99965f51cbd8b4c9ae1c610a25ed,5.2,14.7,10.6
115016ea9caa9e57f4452b7f870221db,9.0,23.0,9.0
67a308cdb78db90fec9ccb50f37ea91d,5.2,16.4,8.7
3725d8ae54a8393444fba5ff4a2dae9f,5.6,19.2,8.5
c9ebfabdc1fd9fcda3f697446bb91d7e,5.0,23.9,7.2
186fef1315ae05a8d6e92ab707c844f6,4.1,22.8,9.3
4a6fe7e2cf1a8ea9d49e711943b7f960,6.0,16.0,4.0
6ef841c660de04f8c569822fbe9cb795,9.3,15.7,4.2
2cdd01238571765d41b484456cb312e0,5.6,19.2,8.5
b967fbd19ab61b7389841c31961b2489,34.0,38.0,28.0
f053f7b2fed8f988a06346ef7efa3e99,11.0,30.0,11.0
04a7dbec8a367904005d70edaded5ede,44.0,9.0,36.0
31593f9ee84db3427552ff28e91ffc96,18.0,5.0,5.0
69345b2ca6ce60e54637976fe89a6d42,8.0,15.0,4.0
3f3fb92f01da92cb77a639465355db0f,30.8,4.1,4.1
0d5bc49ecf0ef26bec5ffa951ed0dc82,19.4,7.0,21.8
46d9f831b85568eadba2126c7ea78543,21.4,1.6,19.6
8a669dec01c8933fe16693a815debc3b,46.0,2.0,32.0
e0a790a8f5614775f54b2583fb1a707d,47.6,4.1,35.6
5e1c870b1332635d08db11f31783aa42,63.8,18.2,46.1
05986b293c6b51d3649c89c2642f0822,17.7,9.0,14.8
688e911943a260c47e086c552953c817,20.0,5.0,12.0
b82c802328421e3cd979cd191842fa24,14.0,13.0,23.7
f3fc2d7256cdc5910995e56e19dbe042,43.0,8.0,28.0
3fcacc1dd600389d067ab4e524505371,6.2,14.6,5.5
e1ce1670e37343a26fa98db34dc0133f,13.9,6.6,25.6
299ba8046fa05c11efd3bc1abb0bef86,21.0,22.0,7.0
727005a9069187890501efac2b8e1c30,10.0,9.0,9.0
b73228ce1546202de9438878c4a148d0,42.0,30.0,32.0
14c1edd75ec34bd4ac5a266d2b0cac07,47.0,20.0,32.0
5cff5ef7e3c5d8345982f16f8cc3d0f4,24.0,30.0,43.0
880eb011e64ca80111f138733758f316,48.0,42.0,31.0
68cf4313e5bb6be0a5a1c729020e8583,25.0,40.0,14.0
b03c5d6c99c4785bd3d7b5d818faeaef,20.0,12.0,14.0
4646b3f7f7fff4f506e1d95d70b597b9,19.1,4.9,28.7
0a965ccb603e84414f60799590348900,12.0,3.0,8.0
ee752fc869a6defc1a23d0c1771c5688,24.0,3.0,23.0
02964b83bdafb2da7f29e011ec8dc5b1,24.6,4.5,14.9
3f040a6f7ee936e1cb0da7cc26a63ca8,4.9,19.1,4.8
25960298408bc729e89aca2963e3a0a4,5.0,13.5,5.0
3cada5971da78c7e6a9375db53a767d4,12.8,11.6,15.3
bab14f13c7cb861b41095596b62c0e47,6.0,18.0,7.0
de0c8e23f1e565d0781b24fb457eae6c,4.0,11.0,4.0
77a2245ca9ef071204eaf6228665246b,11.0,11.0,10.0
4ad9544ae1ab76665c80285c312bd65b,8.0,7.0,25.0
93408825b21ec0e6c12d6081fd2c06fe,9.0,24.0,9.0
92396e0bbc2b81e161b4cf22b9428724,9.0,7.0,9.0
6c4377277c0c7ed0344ff5317976cced,7.0,19.0,6.0
5e4f568cb81241a626759d581791ce05,23.0,7.0,7.0
86bf87a4cfecf48d0d280d9e2f7f71c1,7.0,6.0,7.0
04c73515b0bc2d8ad262baa6dd70812d,5.6,18.5,6.1
0b8bfbd7ee374de0fb8a16d8468706c8,5.5,9.1,14.3
7fcc3b8c402659cac1f2b34b16129b54,5.6,14.2,6.4
e405c34cdc23b5a5361ea3745ddca279,8.2,14.9,5.4
5ef61cce0a60d7f618e0dcf34f5028b8,7.8,6.3,14.3
e0923851146dc769dcfd5f61ef2a90bf,72.0,4.0,4.0
ac760c5c51d75afb67f98a8097cfcee4,6.0,5.0,16.0
df6b04493d48ef3305459f7846e4932b,14.4,4.7,13.9
1fd02b0903079e014bf58847c44550af,33.0,4.0,33.0
1809479b67988bf2c3fd5dbd72bdddfa,37.0,16.0,4.0
e48519f528ce6ed0f2569319f8e34cd1,9.6,18.1,21.0
d34cc69d15c09cca143c01c29d8481a2,13.6,3.9,21.1
98cea421dba46128a8162ad637068949,13.3,4.1,21.6
68c487c9e259337af6e0c1ad1b810820,13.5,7.1,21.9
9614a6865d1e70ea835615c426193b38,5.5,22.2,14.0
750b9661698654c2106a97b0874bd6e9,8.0,8.0,85.0
fa1cfd39cce86cb2c75d119ce163d009,10.6,6.1,22.4
588cccbad040e7ece6cd9fb48a2e42ca,10.5,13.0,8.5
7436f5489cf13e5b3f9f4c0b528b5e72,12.5,0.9,21.8
2852b48cafda601fee77806dbba1a653,23.3,4.2,13.6
ffd99461d1e194ada3c43fcaccacfea6,3.8,3.4,11.8
7e2e8e7d65159bd7f1251ff06a231387,3.0,11.0,3.0
b8ae29b0afd0dc6b0d2d645ec9b1333a,25.0,12.0,22.0
79fdf84a56eaaf51c8355b100309acee,8.4,6.0,13.9
e968b613d1cf8daf74ae26df20e26ace,27.0,3.0,16.0
07b2599ee37f882e5ba8921409c76910,5.0,14.4,4.8
bf9cc50e62a1546c03045c18704b6db5,7.0,8.0,7.0
4176c71a9d8e7310b8705cda676f4f76,12.8,4.0,16.3
b03f47481492d7ce48cce8bb0fc89bcd,33.2,26.4,17.6
7f5f0cc4b35735abc8a9048dcb1db4cf,17.8,8.7,15.6
46019674cddb656bf34278c1381ab254,11.8,0.5,19.7
51804d7d6a15ff9feb0a1afc357d837b,13.0,7.0,20.0
6774aeda728134d6ccf46c1fb827f4d1,30.0,2.0,25.0
a171419433853d6b74940161d102957b,47.0,12.0,23.0
0e5209b035a18602d19c9d5cb277f860,41.0,5.0,19.0
7a61f4f5967133d38bec39582c789578,5.0,19.0,6.0
9375154de856e26b5f447fe12d200f0f,17.0,7.0,17.0
3c06282fb2b98df2bc6ccdb9bcde5f0e,9.0,18.0,5.0
94febb26ff2ae5ce8115b6ff369a2e53,16.2,8.8,21.4
38f605fef535bbeea126415290f48eb4,10.0,7.0,2.0
051ab92aa84f36561c7356e36a24b97d,28.0,14.4,19.0
a63b40f31d0dea410b6e873d500d5a9a,9.6,6.5,20.5
e8744f6139e13f2b4d589c598c364694,46.0,30.0,24.0
fac67fe8a2d1b4821d247de7b1570cd8,8.0,17.0,8.0
cfaa637a0a414984287e37095c2bcd77,24.0,1.0,33.0
36206e3061959dc203dc688a0ece2f6b,9.0,9.0,85.0
d0e7c545ca21e77143c5f1def067906b,13.2,2.3,23.1
72d5eacc2673668363b54fc022ed1496,16.0,4.0,16.0
38424831946d4ced61e7b6b0474b78d3,8.4,17.0,20.1
b03a9421f2c9032188809151bef59eeb,27.0,11.0,16.0
3ac4e0949dfae00f70e5851aa142426a,13.4,22.5,4.4
fceb7024581021258c2d37e81cdee41f,13.4,22.5,4.4
1bf2f3f36452c940493b077eacf0836f,4.0,2.1,19.0
04146d6433cc1c16211233ffc958c540,3.0,1.0,15.0
c73e7611945dbff667576023546c73b6,16.2,3.8,4.4
fbaecba3d9a18b85bb07bbce94f5f5fe,68.0,4.0,4.0
40d56807bf6e9aeb3b9a1d993f31a6ff,30.0,1.0,25.0
b0fed41967142133ff28100d0b438381,4.0,4.0,16.0
1e90a80fe9a9c4a1bd9100b5a0fd52c3,16.0,4.0,3.0
17eb3f4d48e97470fb0ad2f98d3e9513,6.0,4.0,16.0
35547db383de8d9829f071f35ab4c616,19.0,8.0,10.0
35c1bca5898b221553492a257fda0902,13.0,2.0,7.0
4e27dc9c3a37015099e6b824882eea9a,10.0,2.0,3.0
21ceff99d52a728a0977593e003dac3b,6.0,11.0,5.0
7558228e189ae1562085e519c6068e83,6.8,8.1,6.5
c4bb918918c7f5f326d5e67d65d48012,7.0,8.2,6.2
ffdb7ebc12ef856883f402f814646ef7,13.0,18.0,7.0
116237ffdc0a0efb6e3a8df463b155ce,17.0,17.0,18.0
2b3a0678fa829713d83d2bea061d3615,8.0,10.0,23.0
9c111d67fac566154c8c436a2844b66c,34.5,24.5,17.3
9496bbd618c9ed68ae63e7b6d412861d,44.8,10.3,22.2
9f74fc25fde304be60fcf62d8619779b,45.7,11.4,20.0
a4f9914037e0636822382209b55931f4,46.0,40.0,29.0
bda554f70d73aab69e41e65defb5c693,20.0,19.0,29.0
0f0095d1f50a95642459e06ceacd9c25,16.0,25.0,8.0
9d9b1282967749d12f1210b3d3a574e6,46.0,9.0,25.0
633a495cf65c32f5daf491183ce7fbdc,19.0,3.0,29.0
98909ef84029b5c1f03ea9c1df7bb6c3,10.0,13.0,10.0
48ca5edafbe410f5af2fcfd1e7e66ae0,10.0,15.0,11.0
c879a56614a0f0ba1bc797360f8b8e1e,18.0,3.0,14.0
ff8042741ae33e26ecb47d54a82f19d4,32.7,17.1,64.0
d02b8109b361180338e30bcce636baa1,35.0,8.0,20.0
24b2ce80858025861f37cd0fa2529741,15.0,1.0,23.0
1a5f8fa49b61645e26b5495890302dbb,20.0,37.0,10.0
61fcfbce42281aadfbf9ddc3b15dba89,27.0,9.0,27.0
864b0ee0d093a67fe0ac3a858a0932bb,10.1,27.7,14.3
fee65b2a04711e3589e4eb6a89d68b01,15.0,26.0,8.0
21f5b5f4eccf572fba7268ff1187ca6e,19.0,31.0,8.0
1559da681c416b3479bee92bb9bf4651,9.1,35.2,19.5
d0aedb1c2d481dd7cc86f8e0517f629f,5.0,18.0,13.0
68064141e999d2f972c43b80710fb273,11.0,10.0,19.0
cc3c687fe610815d5efa055f6d3d3575,13.0,7.0,18.0
e786e030f5578c8f9da63dee58baf0e1,18.0,35.0,9.0
49ce402920ff5e23f7241699fc12e929,30.0,12.0,7.0
fad7bc481b3d7a75faf01030c9f0ca31,12.8,25.7,6.6
935cfcc36457f2e5c3f1e749bd5379c8,19.0,4.0,13.0
6a5c6ba964b9bba3c103601238dcf949,11.0,23.0,13.0
7dc356b6b3dfc2444b5e143c82cd2208,24.0,4.0,14.0
bb7775827e727523e858f58fde12fd8e,16.0,28.3,10.6
1594fd32489489ea013e75b3dea4378b,35.0,18.0,9.0
a4027dcb4a28a82129cf8b6a0aea52d4,11.0,23.0,13.0
6ef8eed30899e2a74193e1dc2064fecb,13.0,31.5,10.5
7e51ece61c0a931a9149bc0258725295,15.0,25.0,6.0
d52c13f69c0c4dcc8764cc3d471f4ab2,21.7,31.0,17.4
60648ce65a87097bdb5db06aff5e5d1f,12.7,19.0,4.1
2918b33d423501e7ac2de81a33e9f309,13.0,17.0,4.0
3f162ceb8fa968f9900c7f4aff520bab,22.0,4.0,15.0
5c5c0792cece2d4878ae72da45d2da47,17.0,4.0,12.0
4e676d8db9b2b7853c414ed4213af8a7,22.0,35.0,12.0
c9a7f101e10f04b9ace04cf096888764,19.0,4.0,12.0
7be83a8ffbaaee335190af16c2ce5c07,19.0,31.0,9.0
ba5e001fc3134ad84135c8dfe6fe2d66,16.0,2.0,19.0
b819ef9a4fad6438f490dec001a276de,22.0,3.0,15.0
9d112e35bb77730cb52bf08fb0261fdd,11.9,29.6,15.0
3769a8e8c42002f06ecc377f1b510109,7.4,26.4,12.4
51e8816042c1be44baeaa764ad8c99d0,30.0,9.0,22.0
300bd787f0a18f3a47fe649a9d0f4c3c,29.0,6.0,13.0
c12000372718c222eb47174605d30ece,26.0,38.0,14.0
e5166a84b4a6889f8aed2632850fef84,9.0,32.3,12.8
c302622df113385b88aaccc69290fae2,13.0,17.0,5.0
b784c76eccfc90c95a4e920154e0c49f,6.6,25.5,12.2
22322d42fb1708450c33db7e94f76a2e,13.0,26.0,6.0
76c617ba8cde94eb0e6b4d95832f4c86,24.0,7.0,33.0
cfa34da5c8b044b562c44cdc358bf553,20.0,36.0,9.0
e0e2d739a9d332437759a9d0cb1b4908,9.0,27.1,15.2
c9b1e89739cfa299b5ca1ddba3a99d97,9.4,29.2,6.4
78d5e929684bb72af469604b4d9908af,35.6,11.0,24.7
1b10ade555c0b3ac5fc611e9f7a25690,10.0,29.0,16.0
3daf92ec16815152be8fbc929fce69e9,15.0,27.0,6.0
82c6406bbb78e8b06e55cdb1d1a6e6be,12.6,33.9,20.2
87d4a6a7d2501c113982d4e43ff4a89e,12.0,3.8,16.1
708c891146a6d0d0801c12f2ccbb9e23,9.0,37.0,20.0
1ddb982c888dcb8a5b785dec0ea9a618,14.0,30.0,8.0
